img_fn,Original_Caption,Caption,mean_similarity_score
1007_Panda_plush_mask_0.png,"['A child has placed a plush panda and a floral card on their bed, likely preparing to give the card as a thoughtful gift to someone they love.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to give the card to someone or simply enjoying a quiet moment with their toy.', 'A child has placed a plush panda and a floral card on their bed, likely preparing to give the card as a thoughtful gift to someone.', 'A child has placed a plush panda and a floral card on their bed, likely as a sweet, thoughtful gift or a personal keepsake.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to give the card to someone as a thoughtful gift.']","['Someone has just placed a cheerful floral card on a bed, likely to deliver a kind message or celebrate a small occasion.', 'Someone has placed a cheerful floral card on a bed, likely to deliver a kind message or greet someone.', 'Someone has just placed a cheerful floral card on a bed, likely to convey a warm message or greet someone.', 'Someone has just placed a cheerful floral card on a bed, likely to deliver a warm message or greet someone.', 'Someone has just placed a cheerful floral card on a bed, likely to deliver a kind message or greet someone.']",0.7540474534034729
1007_card_mask_merged.png,"['A child has placed a plush panda and a floral card on their bed, likely preparing to give the card as a thoughtful gift to someone they love.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to give the card to someone or simply enjoying a quiet moment with their toy.', 'A child has placed a plush panda and a floral card on their bed, likely preparing to give the card as a thoughtful gift to someone.', 'A child has placed a plush panda and a floral card on their bed, likely as a sweet, thoughtful gift or a personal keepsake.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to give the card to someone as a thoughtful gift.']","['A small panda plush toy sits quietly on a bed, seemingly resting or waiting to be played with.', 'A small panda plush toy sits quietly on a bed, as if waiting to be cuddled or simply enjoying a peaceful moment in its cozy surroundings.', 'A small panda plush toy sits quietly on a bed, perhaps waiting to be hugged or simply enjoying a moment of stillness.', 'A small panda plush toy sits quietly on a bed, seemingly waiting to be cuddled or played with.', 'A small panda plush toy sits calmly on a bed, as if it’s resting or waiting to be hugged.']",0.7733262777328491
1007_green_paper_mask_0.png,"['A child has placed a plush panda and a floral card on their bed, likely preparing to give the card as a thoughtful gift to someone they love.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to give the card to someone or simply enjoying a quiet moment with their toy.', 'A child has placed a plush panda and a floral card on their bed, likely preparing to give the card as a thoughtful gift to someone.', 'A child has placed a plush panda and a floral card on their bed, likely as a sweet, thoughtful gift or a personal keepsake.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to give the card to someone as a thoughtful gift.']","['A child has placed a beloved stuffed panda and a colorful floral card on their bed, likely preparing to share a sweet message or simply enjoying a quiet, cozy moment.', 'A child has placed a cherished stuffed panda and a colorful flower card on their bed, perhaps to share a sweet message or simply to enjoy quiet, comforting moments together.', 'A child has left a stuffed panda and a floral card on their bed, likely as a thoughtful gesture or to surprise someone.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to send a sweet message or gift to someone special.', 'A child has placed a cherished stuffed panda and a colorful flower card on their bed, perhaps as a quiet, thoughtful gift or a personal keepsake.']",0.9539522528648376
1007_tag_mask_0.png,"['A child has placed a plush panda and a floral card on their bed, likely preparing to give the card as a thoughtful gift to someone they love.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to give the card to someone or simply enjoying a quiet moment with their toy.', 'A child has placed a plush panda and a floral card on their bed, likely preparing to give the card as a thoughtful gift to someone.', 'A child has placed a plush panda and a floral card on their bed, likely as a sweet, thoughtful gift or a personal keepsake.', 'A child has placed a stuffed panda and a floral card on their bed, likely preparing to give the card to someone as a thoughtful gift.']","['A stuffed panda sits beside a floral card on a bed, suggesting someone has just left a thoughtful gift or message.', 'A plush panda sits quietly beside a floral card, suggesting a tender, perhaps celebratory or comforting moment shared between someone and a loved one.', 'A plush panda sits quietly beside a floral card, suggesting a gentle, thoughtful moment—perhaps a quiet gift or a comforting presence.', 'A plush panda sits beside a floral card on a bed, suggesting someone has just left a thoughtful gift or message.', 'A stuffed panda sits quietly beside a floral card, suggesting a gentle, thoughtful moment—perhaps a quiet gift or a comforting presence.']",0.8374529480934143
1010_bola_sign_mask_0.png,"['A man walks past a grocery store with large, colorful signs advertising milk, a sandwich, and beef stew, suggesting he might be shopping or passing by on his way somewhere.', ""A man walks past a brick grocery store that's advertising cheap milk and stew, suggesting he might be shopping or passing by on his way somewhere."", 'A man walks past a brick grocery store that’s advertising discounted milk, sandwich meat, and beef stew.', 'A man walks past a brick grocery store that’s advertising cheap deals on milk, beef stew, and a sandwich, suggesting a budget-conscious shopping trip.', 'A man walks past a brick grocery store that’s advertising cheap milk and stew, suggesting he might be shopping or passing by on his way somewhere.']","['A man walks past a grocery store on a chilly day, passing by signs advertising milk and beef stew, suggesting he may be shopping or heading to a meal.', 'A man walks past a grocery store’s brick exterior, likely on his way to shop for groceries like milk and beef stew advertised nearby.', 'A man walks past a grocery store’s brick exterior, seemingly heading to or from a shopping trip on a crisp day.', 'A man walks past a grocery store on a sunny day, passing by signs advertising milk and beef stew, suggesting he may be shopping or passing through the area.', 'A man walks past a grocery store on a chilly day, passing by signs advertising milk and beef stew for sale.']",0.8658958673477173
1010_bola_sign_mask_1.png,"['A man walks past a grocery store with large, colorful signs advertising milk, a sandwich, and beef stew, suggesting he might be shopping or passing by on his way somewhere.', ""A man walks past a brick grocery store that's advertising cheap milk and stew, suggesting he might be shopping or passing by on his way somewhere."", 'A man walks past a brick grocery store that’s advertising discounted milk, sandwich meat, and beef stew.', 'A man walks past a brick grocery store that’s advertising cheap deals on milk, beef stew, and a sandwich, suggesting a budget-conscious shopping trip.', 'A man walks past a brick grocery store that’s advertising cheap milk and stew, suggesting he might be shopping or passing by on his way somewhere.']","['A man walks past a grocery store with prominent sale signs, suggesting he may be shopping or passing by on his way to a destination.', 'A man walks past a brick grocery store wall displaying price signs for milk and meat, suggesting he may be on his way to shop.', 'A man walks past a brick grocery store wall displaying price signs for milk and meat, suggesting he may be on his way to shop.', 'A man walks past a grocery store’s brick facade, likely heading to buy groceries as indicated by the price signs for milk and meat.', 'A man walks past a grocery store with bright sale signs, suggesting he might be shopping or passing by on his way somewhere.']",0.8522161245346069
1010_bola_sign_mask_2.png,"['A man walks past a grocery store with large, colorful signs advertising milk, a sandwich, and beef stew, suggesting he might be shopping or passing by on his way somewhere.', ""A man walks past a brick grocery store that's advertising cheap milk and stew, suggesting he might be shopping or passing by on his way somewhere."", 'A man walks past a brick grocery store that’s advertising discounted milk, sandwich meat, and beef stew.', 'A man walks past a brick grocery store that’s advertising cheap deals on milk, beef stew, and a sandwich, suggesting a budget-conscious shopping trip.', 'A man walks past a brick grocery store that’s advertising cheap milk and stew, suggesting he might be shopping or passing by on his way somewhere.']","['A man walks past a grocery store that’s advertising affordable meals, suggesting he may be looking for a quick, inexpensive dinner option.', 'A man walks past a grocery store that’s advertising affordable meals like beef stew and baste de bola, suggesting a budget-conscious shopping environment.', 'A man walks past a grocery store that’s advertising affordable meals, suggesting he may be looking for a quick, inexpensive dinner option.', 'A man walks past a grocery store that’s advertising affordable meals like beef stew and bola sandwiches, suggesting he might be looking for a quick, inexpensive meal.', 'A man walks past a grocery store that’s advertising affordable meals, suggesting he might be looking for a quick, inexpensive meal.']",0.8213765025138855
1010_man_mask_0.png,"['A man walks past a grocery store with large, colorful signs advertising milk, a sandwich, and beef stew, suggesting he might be shopping or passing by on his way somewhere.', ""A man walks past a brick grocery store that's advertising cheap milk and stew, suggesting he might be shopping or passing by on his way somewhere."", 'A man walks past a brick grocery store that’s advertising discounted milk, sandwich meat, and beef stew.', 'A man walks past a brick grocery store that’s advertising cheap deals on milk, beef stew, and a sandwich, suggesting a budget-conscious shopping trip.', 'A man walks past a brick grocery store that’s advertising cheap milk and stew, suggesting he might be shopping or passing by on his way somewhere.']","['A grocery store is advertising its products at discounted prices to attract customers.', 'A grocery store is advertising its current deals to attract customers, with signs prominently displaying discounted prices for milk, steak, and beef stew.', 'A grocery store is advertising its current deals to attract customers, with signs prominently displaying discounted prices for milk, steak, and stew.', 'A grocery store is advertising its current deals to attract customers, with signs prominently displaying prices for milk, steak, and stew.', 'A grocery store is advertising its current deals to attract customers, with prominent signs displaying prices for milk, steak, and beef stew.']",0.6966283321380615
1012_bone_toy_mask_0.png,"['A curious puppy is resting on a blue mat, seemingly observing its surroundings with wide, innocent eyes.', 'A curious puppy is resting on a blue mat indoors, seemingly observing its surroundings with wide, innocent eyes.', 'A curious puppy is resting on a blue mat, seemingly observing its surroundings with wide, innocent eyes.', 'A curious puppy is resting on a blue mat indoors, seemingly observing its surroundings with wide, innocent eyes.', 'A curious puppy rests on a blue mat, attentively watching its surroundings while toys lie nearby, suggesting it’s either playing or waiting for its next adventure.']","['A curious puppy rests on a blue mat, gazing attentively at its toy as if contemplating whether to play or simply enjoy the moment.', 'A curious puppy is resting on a blue mat, seemingly observing its surroundings with wide, attentive eyes.', 'A curious puppy lies on a blue mat, attentively watching its surroundings while a toy rests nearby, suggesting it’s either resting or waiting to play.', 'A curious puppy lies on a blue mat, attentively watching its surroundings while a toy rests nearby, suggesting it’s ready to play.', 'A curious puppy lies on a blue mat, gazing attentively at its toy as if waiting for its next playtime adventure.']",0.9272586107254028
1012_dog_toy_mask_merged.png,"['A curious puppy is resting on a blue mat, seemingly observing its surroundings with wide, innocent eyes.', 'A curious puppy is resting on a blue mat indoors, seemingly observing its surroundings with wide, innocent eyes.', 'A curious puppy is resting on a blue mat, seemingly observing its surroundings with wide, innocent eyes.', 'A curious puppy is resting on a blue mat indoors, seemingly observing its surroundings with wide, innocent eyes.', 'A curious puppy rests on a blue mat, attentively watching its surroundings while toys lie nearby, suggesting it’s either playing or waiting for its next adventure.']","['A curious puppy is resting on a blue mat indoors, likely waiting for its next treat or playtime with its owner.', 'A curious puppy lies on a blue mat indoors, attentively looking toward the camera, possibly waiting for a treat or playtime.', 'A curious puppy is resting on a blue mat indoors, likely waiting for its owner or perhaps preparing to play.', 'A curious puppy lies on a blue mat indoors, attentively looking toward the camera, possibly waiting for a treat or playtime.', 'A curious puppy is resting on a blue mat indoors, likely waiting for its owner or enjoying a quiet moment.']",0.925510048866272
