img_fn,Original_Caption,Caption,semantic_distance,mean_similarity_score
1007_Panda_plush_mask_0.png,"['A panda toy and a card are presented on a table.', 'Items laid on a bed waiting for the person they are being given to', 'a gift doll and a letter gift on a couch', 'A panda stuffed animal next to a card with flowers on it', 'Beany Baby Panda sitting on top of yellow cloth- along side a green/white plaid cloth and a card.', 'A beanie baby panda bear sitting on yellow fabric at a white card with flowers on it.', 'A stuffed panda and a card are sitting on a cloth.', 'A beanie baby and 2 cards are on top of a blanket.', 'A ted bear and cards are well displayed', 'A stuffed toy sits beside a decorative card.']","['A card sits on a blanket outside.', 'Two differently designed napkins are laid out on a blanket.', 'A greeting card sitting on a yellow bed.', 'Writing out a card.', 'This is a picture of a card with the envelope on top of a yellow blanket.', 'A floral pattern square and a Plaid green pattern', 'Someone placed a card on a bed', 'A floral card and a green patterned envelope are resting on a yellow fabric surface.', 'A floral card and a green checkered envelope rest on a yellow bedspread.', 'A greeting card with flowers sits on a mustard tablecloth.']","[0.5762536525726318, 0.5285326838493347, 0.6391891241073608, 0.47109514474868774, 0.6105777621269226, 0.4347841143608093, 0.5916860699653625, 0.6074716448783875, 0.6242687702178955, 0.5939303636550903]",0.5677789330482483
1007_card_mask_merged.png,"['A panda toy and a card are presented on a table.', 'Items laid on a bed waiting for the person they are being given to', 'a gift doll and a letter gift on a couch', 'A panda stuffed animal next to a card with flowers on it', 'Beany Baby Panda sitting on top of yellow cloth- along side a green/white plaid cloth and a card.', 'A beanie baby panda bear sitting on yellow fabric at a white card with flowers on it.', 'A stuffed panda and a card are sitting on a cloth.', 'A beanie baby and 2 cards are on top of a blanket.', 'A ted bear and cards are well displayed', 'A stuffed toy sits beside a decorative card.']","['a panda beanie baby on a bed', 'A toy is sitting on a bed.', 'A teddy bear sitting on a bed', 'a toy placed on the bed', 'A panda bear TY Beanie Baby sits on a multicolored blanket.', 'A small panda bear is resting on a yellow bed.', 'toy sitting on a bed', 'Ty Panda bear stuffed animal on top of a blanket', 'An adorable panda plush sitting on a bed.', 'A doll placed on a bed.', 'A Beanie Baby sits on a bed']","[0.6417008638381958, 0.5947631597518921, 0.6111273765563965, 0.5801699757575989, 0.6371550559997559, 0.5827742218971252, 0.573083758354187, 0.6291428804397583, 0.6446414589881897, 0.5625043511390686, 0.6249909996986389]",0.607459463856437
1007_green_paper_mask_0.png,"['A panda toy and a card are presented on a table.', 'Items laid on a bed waiting for the person they are being given to', 'a gift doll and a letter gift on a couch', 'A panda stuffed animal next to a card with flowers on it', 'Beany Baby Panda sitting on top of yellow cloth- along side a green/white plaid cloth and a card.', 'A beanie baby panda bear sitting on yellow fabric at a white card with flowers on it.', 'A stuffed panda and a card are sitting on a cloth.', 'A beanie baby and 2 cards are on top of a blanket.', 'A ted bear and cards are well displayed', 'A stuffed toy sits beside a decorative card.']","['A stuffed panda and floral card rest on a table.', 'A stuffed panda bear sits next to a floral greeting card on a yellow surface', 'A doll pander with a designed paper both on the bed', 'A beanie baby is sitting next to a post car with flowers on it.', 'An unplayed with beany panda is shown to good advantage in a lonely spot on a flat sofa, encouraged by a napkin or notecard to cheer it up.', 'A stuffed panda bear and card have been left on a bed, presumably as a gift.', 'A stuffed pandabear and a card on a bed.', 'A stuffed toy and card sit on a blanket.', 'a gift of  a bear and a card lay on the bed', 'A TY panda bear and greeting card placed on a bed.', 'A panda Beanie Baby and a card with a flower design sit on yellow fabric.']","[0.7382782697677612, 0.7354015707969666, 0.6314689517021179, 0.5938752889633179, 0.5946729183197021, 0.7219099402427673, 0.7407587766647339, 0.7258326411247253, 0.6612807512283325, 0.7145267128944397, 0.7413105964660645]",0.6908469471064481
1007_tag_mask_0.png,"['A panda toy and a card are presented on a table.', 'Items laid on a bed waiting for the person they are being given to', 'a gift doll and a letter gift on a couch', 'A panda stuffed animal next to a card with flowers on it', 'Beany Baby Panda sitting on top of yellow cloth- along side a green/white plaid cloth and a card.', 'A beanie baby panda bear sitting on yellow fabric at a white card with flowers on it.', 'A stuffed panda and a card are sitting on a cloth.', 'A beanie baby and 2 cards are on top of a blanket.', 'A ted bear and cards are well displayed', 'A stuffed toy sits beside a decorative card.']","[""A card and panda bear on someone's bed."", 'small stuffed panda next to white paper with flowers on it sat on bed', 'Someone got a gift of a stuffed toy and a card', 'A stuffed toy panda bear is sitting alongside a greeting card, implying it was a gift,', 'a small stuffed panda on a bed next to a floral printed card and checkered envelope', 'A stuffed animal and and a card sitting on a blanket', 'a stuffed panda bear with a floral greeting card', 'A stuffed panda and greeting cards sit on a blanket.', 'A panda sits next to a floralcard and a small green checkered mat on bed.', 'A gift card and small plush panda sits on a made-up bed with a color block comforter.', 'A stuffed panda bear sitting up on a green checkered napkin.There is a flowered print nearby']","[0.7187808156013489, 0.6400505304336548, 0.6594444513320923, 0.7498449087142944, 0.6976654529571533, 0.7319438457489014, 0.6757233142852783, 0.7531502842903137, 0.6760178804397583, 0.70679771900177, 0.6741236448287964]",0.6985038952393965
1010_bola_sign_mask_0.png,"['A man walks by 3 signs for a grocery store.', 'A person walks past a brick wall of a grocery store featuring several large advertisements for food items and their prices.', 'A man walking pass a grocery store', 'A man is walking on a sidewalk next to a store.', 'An outside brick grocery store wall with ads featuring very low prices on meat and milk is being traversed by a gentleman in beige on the sidewalk.', 'A man walks past a red brick grocery store with advertised pricing of items on it.', 'Three grocery store advertisement signs on a brick wall.', 'A man walks by a grocery store with sale signs.', 'a man walks by a grocery store and its advertising posters outside in the winter with melting snow', 'A man walking on a sidewalk by a mexican grocery store that has prices displayed on the outside brick wall.', 'A man walks past a grocery store.']","['A man is walking on the sidewalk in front of a store.', 'A man is walking down the sidewalk to go to the grocery store.', 'A man walking in front of the outside of a grocery store that has advertisements for items inside.', 'A man walking to the grocery store.', 'A man walking on side of the grocery store .', 'A man walking on the near a grocery store', 'The man is walking on the street outside a grocery store, passing by a sign for milk', 'A person is walking along the sidewalk in front of a brick grocery store building featuring large advertisement signs.', 'A person sits at a stage table for a ""2010 District Convention,"" and a man walks past a brick grocery store wall featuring large signs for milk and beef stew.', 'A man walking along side of a brick grocery building with signs advertising milk and beef stew.']","[0.7166712284088135, 0.7371499538421631, 0.7971380352973938, 0.7410743832588196, 0.7726938128471375, 0.7868744134902954, 0.7362554669380188, 0.7516148090362549, 0.5303717255592346, 0.7508933544158936]",0.7320737183094025
1010_bola_sign_mask_1.png,"['A man walks by 3 signs for a grocery store.', 'A person walks past a brick wall of a grocery store featuring several large advertisements for food items and their prices.', 'A man walking pass a grocery store', 'A man is walking on a sidewalk next to a store.', 'An outside brick grocery store wall with ads featuring very low prices on meat and milk is being traversed by a gentleman in beige on the sidewalk.', 'A man walks past a red brick grocery store with advertised pricing of items on it.', 'Three grocery store advertisement signs on a brick wall.', 'A man walks by a grocery store with sale signs.', 'a man walks by a grocery store and its advertising posters outside in the winter with melting snow', 'A man walking on a sidewalk by a mexican grocery store that has prices displayed on the outside brick wall.', 'A man walks past a grocery store.']","['a man walks past a brick grocer store', 'A man walking by a grocery store.', 'A man walking by the wall of a grocery store', 'a man walking beside the fence of a grocery store', 'A man walks by a grocery store that has 2 large signs on the brick wall, one of which promotes milk for sale.', 'A man walks on the sidewalk beside a red brick grocery', 'outside a supermarket', 'Man walking along side a street next to a grocery store building with advertisements on the outside', 'A man walking on a sidewalk past a grocery building with signs on the wall.', 'A man walking along a street .', 'A man walks pas a grocery store']","[0.778825581073761, 0.8046380877494812, 0.7852115035057068, 0.7365798354148865, 0.7758883833885193, 0.7388247847557068, 0.5729484558105469, 0.7677967548370361, 0.7831260561943054, 0.6119257211685181, 0.7972164154052734]",0.7411801435730674
1010_bola_sign_mask_2.png,"['A man walks by 3 signs for a grocery store.', 'A person walks past a brick wall of a grocery store featuring several large advertisements for food items and their prices.', 'A man walking pass a grocery store', 'A man is walking on a sidewalk next to a store.', 'An outside brick grocery store wall with ads featuring very low prices on meat and milk is being traversed by a gentleman in beige on the sidewalk.', 'A man walks past a red brick grocery store with advertised pricing of items on it.', 'Three grocery store advertisement signs on a brick wall.', 'A man walks by a grocery store with sale signs.', 'a man walks by a grocery store and its advertising posters outside in the winter with melting snow', 'A man walking on a sidewalk by a mexican grocery store that has prices displayed on the outside brick wall.', 'A man walks past a grocery store.']","['A man is walking to a supermarket having a sale.', 'A man is walking to the grocery store', 'a man walking by the street', 'A man walking in front of a grocery store', 'Man walking on the sidewalk of Grocery Store brick wall, on which there are food advertisements hanging on the wall - one in Spanish and one in English, for Beef.', 'A man walking on a sidewalk next to a grocery store with signs of food and the prices.', 'A man is walking on a sidewalk outside a grocery store.', 'A man is walking on the sidewalk.', 'A man is passing by the Gocery store', 'A man walking along a street']","[0.6939249634742737, 0.7564864754676819, 0.6126551628112793, 0.7789159417152405, 0.7360116839408875, 0.7998847961425781, 0.7750145196914673, 0.6137663125991821, 0.6876607537269592, 0.6228764057159424]",0.7077197015285492
1010_man_mask_0.png,"['A man walks by 3 signs for a grocery store.', 'A person walks past a brick wall of a grocery store featuring several large advertisements for food items and their prices.', 'A man walking pass a grocery store', 'A man is walking on a sidewalk next to a store.', 'An outside brick grocery store wall with ads featuring very low prices on meat and milk is being traversed by a gentleman in beige on the sidewalk.', 'A man walks past a red brick grocery store with advertised pricing of items on it.', 'Three grocery store advertisement signs on a brick wall.', 'A man walks by a grocery store with sale signs.', 'a man walks by a grocery store and its advertising posters outside in the winter with melting snow', 'A man walking on a sidewalk by a mexican grocery store that has prices displayed on the outside brick wall.', 'A man walks past a grocery store.']","['Grocery store with pricings on the wall.', 'price signs  on brick wall of outside of grocery store', 'A grocery store advertises their prices on a wall outside.', 'Three handwritten signs showing the prices of sale items are posted outside the brick wall of a grocery store.', '3 big value signs on the outer wall of a grocery store', 'a grocery store with three promotions going on inside', 'grocery store with three ads outside of the building', 'A wall displays sales items at the grocery store.', 'Grocery store signs advertising milk and meat prices on a brick wall.', 'The snow is melting outside a grocery store with handmade sale signs.', 'three signs hanging on a brick wall outside a grocery store']","[0.6067178249359131, 0.6255516409873962, 0.6661186814308167, 0.6210855841636658, 0.5790988802909851, 0.5681264400482178, 0.6173332929611206, 0.5871824622154236, 0.6316831111907959, 0.5974611043930054, 0.6025732755661011]",0.6093574816530402
1012_bone_toy_mask_0.png,"['a puppy and a toy on a blue rug', 'A puppy sitting on a rug with toys in front of it.', 'A puppy playing with toys on a rug', 'a dog sitting on the floor', 'a small puppy lays on a rug with a few toys and a bone laying in front of it.', 'A puppy sitting on a rug', 'puppy sitting on his mat', 'Puppy laying down next to 3 dog toys', 'A small puppy playing with his toys.', 'A dog staring at the camera.', 'A puppy looks at the camera next to their toys']","['A cute puppy plays with with a toy on a blue rug.', 'A small puppy is lying on a blue mat next to a patterned chew toy.', 'A dog on a blue rug with its toy', 'A puppy is sitting on a rug with a chew toy.', 'A cute chihuahua sits by the window on a blue corduroy cushion with a favorite toy featuring paw prints and fur next to him.', 'A puppy lies on a blue blanket with a few of its toys.', 'A puppy playing with his chew toys .', 'A dog lies next to a toy.', 'a small dog lay on his blue blanket with a dog toy', 'A puppy laying on a rug playing with a toy.', 'A puppy sits in front of a dog toy.']","[0.7225013375282288, 0.7178265452384949, 0.718171238899231, 0.7755033373832703, 0.6122680902481079, 0.7222837805747986, 0.6952307224273682, 0.6794463396072388, 0.6740880608558655, 0.7745409607887268, 0.7499488592147827]",0.7128917520696466
1012_dog_toy_mask_merged.png,"['a puppy and a toy on a blue rug', 'A puppy sitting on a rug with toys in front of it.', 'A puppy playing with toys on a rug', 'a dog sitting on the floor', 'a small puppy lays on a rug with a few toys and a bone laying in front of it.', 'A puppy sitting on a rug', 'puppy sitting on his mat', 'Puppy laying down next to 3 dog toys', 'A small puppy playing with his toys.', 'A dog staring at the camera.', 'A puppy looks at the camera next to their toys']","['A small brown dog is laying on a blue carpet with his bone.', 'A dog is sitting on a carpet next to his toy bone.', 'A puppy is laying on a blue towel on the floor with a bone next to him.', 'A puppy laying on a blue rug waiting for the command to eat his bone.', 'This is a picture of a puppy chilling out on a blanket by his doggy bone .', 'A dog resting on a blue rug with a dog treat bow', 'A puppy is looking at something in front of him', 'A puppy is lying on a blue rug next to a toy bone.', 'A small, brown puppy lies on a blue mat, looking toward the camera with a bone-shaped toy nearby on the floor.', 'A small brown dog is sitting on a blue rug next to a chew toy.']","[0.6665643453598022, 0.7004371285438538, 0.7056633234024048, 0.7217295169830322, 0.6804783940315247, 0.6788375973701477, 0.6783881783485413, 0.7453493475914001, 0.7133637070655823, 0.716971755027771]",0.700778329372406
